FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bf1,15601,N14928E19129-N14928E19130,17,12,70.588235,"MULTIPOLYGON (((708262.8446250058 6963890.419516935, 708661.5603346061 6963928.4814444715, 708642.7927220804 6964127.6185708195, 708244.0669283726 6964089.556698879, 708262.8446250058 6963890.419516935)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bf0,15602,N14928E19163-N14929E19164,24,14,58.333333,"MULTIPOLYGON (((715041.0470001646 6964537.334003217, 715439.7640150766 6964575.353038829, 715402.2516418764 6964973.628275751, 715003.5344830883 6964935.609154844, 715041.0470001646 6964537.334003217)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bef,15603,N14928E19165-N14928E19165,25,20,80,"MULTIPOLYGON (((715439.7640150766 6964575.353038829, 715639.1224905088 6964594.357515079, 715620.3663432616 6964793.495140109, 715421.00783186 6964774.490642536, 715439.7640150766 6964575.353038829)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bee,15604,N14928E19166-N14929E19167,11,10,90.909091,"MULTIPOLYGON (((715639.1224905088 6964594.357515079, 716037.8295521258 6964632.376457364, 716000.3174792308 6965030.661816433, 715601.6002795693 6964992.642873335, 715639.1224905088 6964594.357515079)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bed,15605,N14928E19196-N14929E19198,24,22,91.666667,"MULTIPOLYGON (((721619.8615308237 6965164.667984202, 722217.9270514342 6965221.645052797, 722180.4372792197 6965619.9417318525, 721582.3391957654 6965562.684865074, 721619.8615308237 6965164.667984202)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bec,15606,N14928E19199-N14929E19199,35,32,91.428571,"MULTIPOLYGON (((722217.9270514342 6965221.645052797, 722417.2854839249 6965240.627324109, 722379.7958606785 6965638.934023449, 722180.4372792197 6965619.9417318525, 722217.9270514342 6965221.645052797)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2beb,15607,N14928E19200-N14929E19200,29,19,65.517241,"MULTIPOLYGON (((722417.2854839249 6965240.627324109, 722616.6440070138 6965259.619558438, 722579.1543636462 6965657.916289565, 722379.7958606785 6965638.934023449, 722417.2854839249 6965240.627324109)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bea,15608,N14928E19201-N14930E19202,41,32,78.04878,"MULTIPOLYGON (((722616.6440070138 6965259.619558438, 723015.3509926412 6965297.59402376, 722959.1267905335 6965895.049154812, 722560.4096174656 6965857.074695981, 722616.6440070138 6965259.619558438)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be9,15609,N14928E19238-N14928E19240,19,16,84.210526,"MULTIPOLYGON (((729992.8387316245 6965962.174239631, 730590.902464238 6966019.073918353, 730572.1790467307 6966218.232593639, 729974.1152236495 6966161.332916905, 729992.8387316245 6965962.174239631)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be8,15610,N14928E19246-N14932E19250,18,15,83.333333,"MULTIPOLYGON (((731587.6721893941 6966113.912732649, 732584.4418857484 6966208.730715167, 732490.7833537203 6967204.213966421, 731494.0029059221 6967109.38631733, 731587.6721893941 6966113.912732649)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be7,15611,N14928E19251-N14928E19251,26,17,65.384615,"MULTIPOLYGON (((732584.4418857484 6966208.730715167, 732783.799805662 6966227.690178888, 732765.0767198866 6966426.848846777, 732565.728763949 6966407.889299004, 732584.4418857484 6966208.730715167)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be6,15612,N14928E19252-N14928E19252,55,33,60,"MULTIPOLYGON (((732783.799805662 6966227.690178888, 732983.1577311857 6966246.649608881, 732964.4346755696 6966445.808276087, 732765.0767198866 6966426.848846777, 732783.799805662 6966227.690178888)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be5,15613,N14928E19253-N14928E19253,43,22,51.162791,"MULTIPOLYGON (((732983.1577311857 6966246.649608881, 733182.5056681847 6966265.609089876, 733163.7826427269 6966464.7677564025, 732964.4346755696 6966445.808276087, 732983.1577311857 6966246.649608881)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be4,15614,N14928E19254-N14928E19256,38,23,60.526316,"MULTIPOLYGON (((733182.5056681847 6966265.609089876, 733780.5695010951 6966322.487161039, 733761.8465661159 6966521.645825509, 733163.7826427269 6966464.7677564025, 733182.5056681847 6966265.609089876)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be3,15615,N14928E19521-N14929E19521,34,15,44.117647,"MULTIPOLYGON (((786409.2972903084 6971311.769048995, 786608.6362466475 6971330.589132548, 786571.4215261602 6971729.006505304, 786371.9396388602 6971709.837875873, 786409.2972903084 6971311.769048995)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be2,15616,N14929E18643-N14930E18643,13,8,61.538462,"MULTIPOLYGON (((611349.826571447 6954778.0376059925, 611549.2027121636 6954797.318808146, 611511.2812129387 6955195.38774489, 611311.8950275868 6955176.106590186, 611349.826571447 6954778.0376059925)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be1,15617,N14929E18644-N14931E18644,25,16,64,"MULTIPOLYGON (((611549.2027121636 6954797.318808146, 611748.5888522342 6954816.59989703, 611691.7016744643 6955413.703442506, 611492.3154584896 6955394.422299393, 611549.2027121636 6954797.318808146)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2be0,15618,N14929E18645-N14931E18647,21,13,61.904762,"MULTIPOLYGON (((611748.5888522342 6954816.59989703, 612346.7473043648 6954874.442985655, 612289.8602707828 6955471.536699723, 611691.7016744643 6955413.703442506, 611748.5888522342 6954816.59989703)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bdf,15619,N14929E18686-N14931E18688,22,19,86.363636,"MULTIPOLYGON (((619923.2521486505 6955606.761305688, 620521.3933629805 6955664.531973829, 620464.6379285536 6956261.517649991, 619866.3976700086 6956203.887296259, 619923.2521486505 6955606.761305688)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bde,15620,N14929E18844-N14929E18845,32,21,65.625,"MULTIPOLYGON (((651424.7391104944 6958643.744704506, 651823.4906097089 6958682.091896294, 651804.60296176 6958881.167918174, 651405.8514186512 6958842.8206487745, 651424.7391104944 6958643.744704506)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bdd,15621,N14929E18867-N14931E18867,14,10,71.428571,"MULTIPOLYGON (((656010.3567510475 6959084.651500582, 656209.7275180214 6959103.814569492, 656153.0961605571 6959701.065008691, 655953.7252437624 6959681.891829216, 656010.3567510475 6959084.651500582)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bdc,15622,N14929E18909-N14930E18911,23,14,60.869565,"MULTIPOLYGON (((664383.8360514069 6959889.504104119, 664981.9532452592 6959946.926890051, 664944.2335409053 6960345.109868035, 664346.1260492781 6960287.677062037, 664383.8360514069 6959889.504104119)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bdb,15623,N14929E18912-N14930E18912,25,19,76,"MULTIPOLYGON (((664981.9532452592 6959946.926890051, 665181.3222416554 6959966.057781155, 665143.602690668 6960364.2507338775, 664944.2335409053 6960345.109868035, 664981.9532452592 6959946.926890051)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bda,15624,N14929E18957-N14930E18958,31,22,70.967742,"MULTIPOLYGON (((673953.5204798878 6960807.932185384, 674352.2552545604 6960846.173694786, 674314.5788113048 6961244.365664863, 673915.8440345755 6961206.1341211945, 673953.5204798878 6960807.932185384)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd9,15625,N14929E18959-N14929E18959,21,13,61.904762,"MULTIPOLYGON (((674352.2552545604 6960846.173694786, 674551.6225641004 6960865.284407021, 674532.7894473118 6961064.390335179, 674333.4220320858 6961045.269621713, 674352.2552545604 6960846.173694786)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd8,15626,N14929E18960-N14930E18961,21,15,71.428571,"MULTIPOLYGON (((674551.6225641004 6960865.284407021, 674950.3573641377 6960903.52572309, 674912.6810501703 6961301.717735751, 674513.9462480786 6961263.486385431, 674551.6225641004 6960865.284407021)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd7,15627,N14929E18964-N14931E18968,21,14,66.666667,"MULTIPOLYGON (((675349.0821028486 6960941.757000281, 676345.9188826084 6961037.319427749, 676289.4100232057 6961634.627589988, 675292.5728360617 6961539.055062027, 675349.0821028486 6960941.757000281)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd6,15628,N14929E18969-N14930E18969,24,16,66.666667,"MULTIPOLYGON (((676345.9188826084 6961037.319427749, 676545.2763244617 6961056.439896034, 676507.6104335126 6961454.641932128, 676308.242954465 6961435.521533828, 676345.9188826084 6961037.319427749)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd5,15629,N14929E18971-N14930E18972,14,9,64.285714,"MULTIPOLYGON (((676744.6436804885 6961075.550253797, 677143.3784052185 6961113.770872641, 677105.7126435664 6961511.972951236, 676706.9778326382 6961473.752304059, 676744.6436804885 6961075.550253797)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd4,15630,N14929E19002-N14931E19004,25,14,56,"MULTIPOLYGON (((682924.9920390019 6961667.925651892, 683523.0913045511 6961725.206269753, 683466.6252177949 6962322.535288685, 682868.5256711689 6962265.244531721, 682924.9920390019 6961667.925651892)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd3,15631,N14929E19018-N14930E19022,24,18,75,"MULTIPOLYGON (((686114.865300169 6961973.54538886, 687111.6756486443 6962068.973563276, 687074.0525555986 6962467.196551604, 686077.2319377544 6962371.768358114, 686114.865300169 6961973.54538886)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd2,15632,N14929E19034-N14930E19035,14,11,78.571429,"MULTIPOLYGON (((689304.6725791914 6962278.876669009, 689703.3947753276 6962317.035046066, 689665.772398204 6962715.258302649, 689267.0500919214 6962677.099884348, 689304.6725791914 6962278.876669009)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd1,15633,N14929E19036-N14932E19041,23,20,86.956522,"MULTIPOLYGON (((689703.3947753276 6962317.035046066, 690899.5713187476 6962431.48934596, 690824.3373665882 6963227.9561365275, 689628.1600779968 6963113.491595082, 689703.3947753276 6962317.035046066)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bd0,15634,N14929E19054-N14929E19055,30,22,73.333333,"MULTIPOLYGON (((693291.9566212696 6962660.5233639255, 693690.6793129677 6962698.659818425, 693671.878725008 6962897.776566376, 693273.1559637745 6962859.640098181, 693291.9566212696 6962660.5233639255)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bcf,15635,N14929E19081-N14929E19082,13,10,76.923077,"MULTIPOLYGON (((698674.7188116395 6963175.184654066, 699073.4316221114 6963213.289465853, 699054.6420513941 6963412.416308053, 698655.9190930055 6963374.301572778, 698674.7188116395 6963175.184654066)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bce,15636,N14929E19083-N14930E19083,26,17,65.384615,"MULTIPOLYGON (((699073.4316221114 6963213.289465853, 699272.7980736796 6963232.346736047, 699235.2189108299 6963630.590472054, 699035.8524740036 6963611.543182417, 699073.4316221114 6963213.289465853)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bcd,15637,N14929E19084-N14930E19084,20,18,90,"MULTIPOLYGON (((699272.7980736796 6963232.346736047, 699472.154453633 6963251.394064074, 699434.5754446518 6963649.64780788, 699235.2189108299 6963630.590472054, 699272.7980736796 6963232.346736047)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bcc,15638,N14929E19121-N14930E19122,19,16,84.210526,"MULTIPOLYGON (((706649.1632608279 6963937.118865614, 707047.8783763086 6963975.180760549, 707010.3323844962 6964373.445025813, 706611.6071074803 6964335.383175299, 706649.1632608279 6963937.118865614)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bcb,15639,N14929E19129-N14930E19130,12,6,50,"MULTIPOLYGON (((708244.0669283726 6964089.556698879, 708642.7927220804 6964127.6185708195, 708605.2473929679 6964525.883005985, 708206.521419289 6964487.821076435, 708244.0669283726 6964089.556698879)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bca,15640,N14929E19165-N14929E19165,11,7,63.636364,"MULTIPOLYGON (((715421.00783186 6964774.490642536, 715620.3663432616 6964793.495140109, 715601.6002795693 6964992.642873335, 715402.2516418764 6964973.628275751, 715421.00783186 6964774.490642536)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc9,15641,N14929E19252-N14929E19252,13,8,61.538462,"MULTIPOLYGON (((732765.0767198866 6966426.848846777, 732964.4346755696 6966445.808276087, 732945.7116143575 6966644.966976826, 732746.3536285141 6966626.007548197, 732765.0767198866 6966426.848846777)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc8,15642,N14929E19253-N14929E19253,26,14,53.846154,"MULTIPOLYGON (((732964.4346755696 6966445.808276087, 733163.7826427269 6966464.7677564025, 733145.0696058106 6966663.926371723, 732945.7116143575 6966644.966976826, 732964.4346755696 6966445.808276087)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc7,15643,N14929E19254-N14929E19254,59,31,52.542373,"MULTIPOLYGON (((733163.7826427269 6966464.7677564025, 733363.1406096277 6966483.727118256, 733344.4176933675 6966682.8958118865, 733145.0696058106 6966663.926371723, 733163.7826427269 6966464.7677564025)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc6,15644,N14929E19255-N14929E19255,29,26,89.655172,"MULTIPOLYGON (((733363.1406096277 6966483.727118256, 733562.4985821362 6966502.686446378, 733543.7756960385 6966701.855139323, 733344.4176933675 6966682.8958118865, 733363.1406096277 6966483.727118256)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc5,15645,N14929E19256-N14929E19257,64,42,65.625,"MULTIPOLYGON (((733562.4985821362 6966502.686446378, 733961.2045498366 6966540.605086177, 733942.481724063 6966739.773777748, 733543.7756960385 6966701.855139323, 733562.4985821362 6966502.686446378)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc4,15646,N14929E19351-N14930E19352,16,11,68.75,"MULTIPOLYGON (((752501.1005218144 6968302.1692969855, 752899.8060419405 6968339.991120011, 752862.4361487465 6968738.347630521, 752463.7305029301 6968700.525787033, 752501.1005218144 6968302.1692969855)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc3,15647,N14929E19353-N14932E19355,27,21,77.777778,"MULTIPOLYGON (((752899.8060419405 6968339.991120011, 753497.8593255637 6968396.718654941, 753423.1298876083 6969193.431782454, 752825.0762268954 6969136.704186173, 752899.8060419405 6968339.991120011)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc2,15648,N14929E19421-N14934E19431,13,12,92.307692,"MULTIPOLYGON (((766455.7163203306 6969625.257938401, 768648.5426002902 6969832.846499609, 768536.6521171699 6971027.997688917, 766343.7926325437 6970820.398631078, 766455.7163203306 6969625.257938401)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc1,15649,N14929E19519-N14929E19520,12,10,83.333333,"MULTIPOLYGON (((785991.8653758724 6971472.990472578, 786390.6848976852 6971510.977764211, 786371.9396388602 6971709.837875873, 785973.2529360768 6971672.199295467, 785991.8653758724 6971472.990472578)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bc0,15650,N14929E19522-N14929E19522,31,19,61.290323,"MULTIPOLYGON (((786590.0338868019 6971529.797759405, 786789.372888303 6971548.617805832, 786770.7605662527 6971747.826548586, 786571.4215261602 6971729.006505304, 786590.0338868019 6971529.797759405)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bbf,15651,N14929E19523-N14929E19524,11,7,63.636364,"MULTIPOLYGON (((786789.372888303 6971548.617805832, 787188.0609052018 6971586.257711514, 787169.4586545285 6971785.466362763, 786770.7605662527 6971747.826548586, 786789.372888303 6971548.617805832)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bbe,15652,N14929E19531-N14943E19542,15,11,73.333333,"MULTIPOLYGON (((788384.1250282705 6971699.16661873, 790776.2635501996 6971924.930707013, 790497.1800667561 6974913.123651031, 788104.9844535904 6974687.340570392, 788384.1250282705 6971699.16661873)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bbd,15653,N14930E18642-N14931E18642,13,7,53.846154,"MULTIPOLYGON (((611131.474647394 6954957.790917019, 611330.8608021238 6954977.072083312, 611292.9292478361 6955375.141126616, 611093.5430425041 6955355.859924166, 611131.474647394 6954957.790917019)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bbc,15654,N14930E18845-N14930E18845,14,9,64.285714,"MULTIPOLYGON (((651605.2321851492 6958861.99425423, 651804.60296176 6958881.167918174, 651785.7153094595 6959080.243965491, 651586.3445109017 6959061.070262745, 651605.2321851492 6958861.99425423)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bbb,15655,N14930E18846-N14930E18846,16,11,68.75,"MULTIPOLYGON (((651804.60296176 6958881.167918174, 652003.9837370119 6958900.34147261, 651985.0961066599 6959099.417558735, 651785.7153094595 6959080.243965491, 651804.60296176 6958881.167918174)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bba,15656,N14930E18868-N14930E18868,12,5,41.666667,"MULTIPOLYGON (((656190.8504311957 6959302.901355114, 656390.2312187634 6959322.064353195, 656371.3540655867 6959521.141208943, 656171.9732560653 6959501.978172066, 656190.8504311957 6959302.901355114)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bb9,15657,N14930E18869-N14930E18870,11,5,45.454545,"MULTIPOLYGON (((656390.2312187634 6959322.064353195, 656788.8746608279 6959360.6106629865, 656769.9976600378 6959559.697705371, 656371.3540655867 6959521.141208943, 656390.2312187634 6959322.064353195)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_-2bb8,15658,N14930E18913-N14930E18913,12,10,83.333333,"MULTIPOLYGON (((665162.4574725226 6960165.154281838, 665361.836588765 6960184.295037533, 665342.9717633128 6960383.38156985, 665143.602690668 6960364.2507338775, 665162.4574725226 6960165.154281838)))"
